meeting,source_file,source_uuid,principles_count,transcript_length,end_to_end,robustness,layering,fate_sharing,least_surprise,rough_consensus,ossification,tussle,simplicity,trust,connectivity,constant_change
ietf111,ietf111_tcpm_28869.vcon.json,16985bb2-0b06-444c-962b-92a994917db9,1,80078,0,0,0,0,0,0,0,0,1,0,0,0
ietf111,ietf111_teas_28878.vcon.json,a98747a3-866f-4ef3-bebe-fe583a542529,5,83900,1,0,1,1,0,1,0,0,0,0,0,1
ietf111,ietf111_teep_28923.vcon.json,971a65a1-1e40-4f34-a1a5-886bdc5b9ee5,1,56550,0,0,0,0,0,0,0,0,0,1,0,0
ietf111,ietf111_tls_28904.vcon.json,dc7c67f0-c865-4623-9e22-24c719592062,4,99269,0,0,0,0,0,1,1,0,0,0,1,1
ietf111,ietf111_tsvarea_28942.vcon.json,42789a98-058f-4b93-8a0f-4e10c092bb95,2,53671,0,0,1,0,0,0,0,0,1,0,0,0
ietf111,ietf111_tsvwg_28908.vcon.json,74e33f08-1ebb-4889-bb25-74c17ee68b04,2,48538,0,0,0,1,0,1,0,0,0,0,0,0
ietf111,ietf111_uta_28927.vcon.json,a9cf0f21-daa0-41dd-8f88-d40d84be5baa,1,30701,0,0,0,0,0,0,0,0,0,0,0,1
ietf111,ietf111_webtrans_28844.vcon.json,66738d82-39b7-48a5-be34-e7cf0fbac600,1,83672,0,0,0,1,0,0,0,0,0,0,0,0
ietf111,ietf111_wish_29008.vcon.json,fafb41f2-444f-4821-8e4c-72a3206711bf,1,35299,0,0,0,0,0,0,0,0,0,0,0,1
ietf111,ietf111_wpack_28964.vcon.json,e683dd02-d84e-4f09-a8ed-f2dffbf2abc1,1,40056,0,0,0,0,0,0,0,0,0,0,0,1
ietf112,ietf112_6lo_29152.vcon.json,5d8be5da-b3f7-4cff-aed5-e2ca8417ccd6,3,47938,0,0,1,1,0,0,0,0,0,0,0,1
ietf112,ietf112_6man_29046.vcon.json,d716b95d-b324-4488-baf3-621362bf19cb,1,63265,0,0,0,1,0,0,0,0,0,0,0,0
ietf112,ietf112_ace_29179.vcon.json,c4992afc-a217-4a06-b5f3-084cfe455fb7,2,39258,0,0,0,1,0,0,0,0,0,0,0,1
ietf112,ietf112_acme_29083.vcon.json,99ba1506-32a9-480c-b79d-86b70114f1f3,1,28849,0,0,0,1,0,0,0,0,0,0,0,0
ietf112,ietf112_add_29074.vcon.json,b3e4a433-3af9-47b5-a103-fd4c7c4da6a3,1,86423,0,0,0,0,0,0,0,0,1,0,0,0
ietf112,ietf112_alto_29138.vcon.json,038b4805-1a08-4f0c-8826-0190cfdaaf1e,2,89504,0,0,1,0,0,0,0,0,1,0,0,0
ietf112,ietf112_anima_29087.vcon.json,3c85169c-f584-40f1-b1b0-ffb7bf655804,2,85579,0,0,1,0,0,0,0,0,0,0,0,1
ietf112,ietf112_avtcore_29049.vcon.json,44b35ddf-a2b3-4414-9bc7-2c6317e41c8c,2,88726,0,0,0,0,0,0,0,0,1,0,0,1
ietf112,ietf112_bess_29082.vcon.json,ed9abb81-7116-403d-a317-1a1813e1d012,3,74583,0,0,1,1,0,0,0,0,0,0,0,1
ietf112,ietf112_bier_29098.vcon.json,cad029dd-56b4-4cbd-95aa-36ed7681b1db,3,57817,0,0,1,0,0,0,0,0,1,0,0,1
ietf112,ietf112_cbor_29066.vcon.json,3a9b1503-cbc4-4a39-8fd9-09852eb69ae1,1,41169,0,0,0,0,0,0,0,0,0,0,0,1
ietf112,ietf112_ccamp_29048.vcon.json,34f5e283-4f5b-42cf-a903-e39f66518509,3,70858,0,0,1,1,0,0,0,0,1,0,0,0
ietf112,ietf112_cdni_29127.vcon.json,f87388c1-16df-4029-87ff-8e00be69bba3,2,77973,0,0,0,1,0,0,0,0,0,0,0,1
ietf112,ietf112_cfrg_29038.vcon.json,a9ddc42a-c5a0-43c9-8ffb-88d8ce6ec08e,1,75145,0,0,0,0,0,0,0,0,1,0,0,0
ietf112,ietf112_coinrg_29091.vcon.json,eb415df7-bfe2-4bb1-a538-46d1aa2c2c84,7,92994,0,0,1,1,0,1,1,0,1,0,1,1
ietf112,ietf112_core_29095.vcon.json,03157104-f2b3-43fc-aa1d-a181faba9d18,2,86011,0,0,0,1,0,0,0,0,0,0,0,1
ietf112,ietf112_cose_29123.vcon.json,53050ca2-68e7-4589-8fba-a4657cb6bd71,1,34721,0,0,1,0,0,0,0,0,0,0,0,0
ietf112,ietf112_dance_29105.vcon.json,af80c4a1-3393-41bd-9c60-02a18ce09890,2,81442,0,0,0,0,0,0,0,0,1,1,0,0
ietf112,ietf112_detnet_29068.vcon.json,b01ffc0a-942f-4df8-aac2-c5eb44bae4a2,2,83136,0,0,1,0,0,0,0,0,0,0,0,1
ietf112,ietf112_dispatch_29135.vcon.json,6a1cc9a4-9321-41d5-9ee1-6ce0902c66a9,1,70536,0,0,0,0,0,0,1,0,0,0,0,0
ietf112,ietf112_dmarc_29065.vcon.json,aee4b16c-29d9-4148-a6f5-b7c004f76e5f,2,29664,0,0,0,0,0,1,0,0,1,0,0,0
ietf112,ietf112_dmm_29094.vcon.json,19595847-3ce7-432b-9916-a89321b65328,2,56707,0,0,1,1,0,0,0,0,0,0,0,0
ietf112,ietf112_dnsop_29034.vcon.json,cc77fb7c-9d84-4999-a76c-5860c56c12de,1,47252,0,0,0,0,0,0,0,0,0,1,0,0
ietf112,ietf112_dnssd_29047.vcon.json,1ba03911-b774-490e-9fd9-10a73a48898d,1,51529,0,0,0,0,0,0,0,0,0,0,1,0
ietf112,ietf112_dprive_29036.vcon.json,2e0f025e-5f98-420b-9f2c-e34c5cfed617,1,98702,0,0,0,0,0,0,0,0,0,0,0,1
ietf112,ietf112_drip_29151.vcon.json,3087319e-f939-4b3c-a35a-cac448dc795e,2,41163,0,0,0,1,0,0,0,0,0,0,0,1
ietf112,ietf112_dtn_29141.vcon.json,ad8df744-57ff-4e63-a68e-468a9c6f1e14,3,99689,0,1,1,1,0,0,0,0,0,0,0,0
ietf112,ietf112_emailcore_29180.vcon.json,7049a6a3-6463-44d9-a937-9c872989d91f,1,33000,0,0,0,0,0,0,0,0,0,0,0,1
ietf112,ietf112_gaia_29182.vcon.json,cc90bc92-7626-45d3-b9f7-595142e953fd,1,79855,0,0,0,0,0,0,0,0,0,0,1,0
ietf112,ietf112_gendispatch_29136.vcon.json,ad69dced-0ce8-47f2-a7cb-fd116120cf85,1,98396,0,0,0,0,0,1,0,0,0,0,0,0
ietf112,ietf112_gnap_29044.vcon.json,e73f9182-f73c-484a-9717-14fc8eb445f4,1,84281,0,0,0,0,0,0,0,0,0,1,0,0
ietf112,ietf112_hackathon_29092.vcon.json,20b9b17e-0b59-49a5-9d01-992f1f9cad6c,4,75934,0,0,1,1,0,1,0,0,0,0,0,1
ietf112,ietf112_hrpc_29104.vcon.json,6fa0a307-cffd-4382-b097-0d686ef153b2,1,79795,0,0,0,0,0,0,0,1,0,0,0,0
ietf112,ietf112_httpapi_29088.vcon.json,a7ab2f8d-be56-4b1a-b104-e6a6cc7bcf7d,2,65878,0,0,0,1,0,0,0,0,0,0,0,1
ietf112,ietf112_iabopen_29112.vcon.json,243f5d67-e667-45c8-97bf-5806a92681c8,4,46613,0,0,1,0,0,1,1,0,0,0,0,1
ietf112,ietf112_iccrg_29183.vcon.json,ee5811e8-4f99-488a-8078-216aa87e5d5a,2,97734,0,0,1,0,0,0,0,0,1,0,0,0
ietf112,ietf112_idr_29052.vcon.json,a7bbfb4b-bd9d-4d6b-9024-3e999e632f48,1,65756,0,0,1,0,0,0,0,0,0,0,0,0
ietf112,ietf112_ietf_29189.vcon.json,37b56d60-161d-470a-9c4e-3fea46bf9244,2,79340,0,0,0,0,0,1,0,0,0,0,0,1
ietf112,ietf112_intarea_29130.vcon.json,aab165d2-45b1-4616-ba25-2e8a37e3ff0f,3,85703,0,0,1,0,0,0,0,0,1,0,0,1
ietf112,ietf112_iotops_29158.vcon.json,35c2a95e-b596-44f1-86a1-6df2fa892465,3,48913,0,0,0,1,0,0,0,0,0,1,0,1
ietf112,ietf112_ippm_29124.vcon.json,3a9a7e23-8102-4193-ac37-c576ab172849,1,81520,0,0,0,0,0,1,0,0,0,0,0,0
ietf112,ietf112_ipsecme_29069.vcon.json,f9e466e8-5e12-48f6-b6c2-2aa6ebc475c6,1,90062,0,0,0,0,0,0,0,0,1,0,0,0
ietf112,ietf112_irtfopen_29041.vcon.json,88cd8d71-74c9-4077-841a-77295d1320be,3,95966,0,1,0,0,0,0,0,0,1,0,0,1
ietf112,ietf112_jmap_29081.vcon.json,057aebad-6de2-46c2-92bb-4301bee4f21b,2,75730,0,0,0,0,0,0,0,0,0,1,0,1
ietf112,ietf112_jsonpath_29129.vcon.json,bf4587cc-ef56-46bc-be5b-ba77d2d2dfdd,1,66228,0,0,0,0,1,0,0,0,0,0,0,0
ietf112,ietf112_lamps_29042.vcon.json,0308ae73-363e-4452-ad29-964b5bedac86,1,86868,0,0,0,0,0,0,0,0,0,0,0,1
ietf112,ietf112_lisp_29150.vcon.json,8dc2630d-ce62-4aff-bb0b-7509fd968d1e,2,65352,0,0,1,0,0,0,0,0,1,0,0,0
ietf112,ietf112_lpwan_29101.vcon.json,5914a56a-4f10-4fb5-a038-ea05a1bedff8,1,41140,0,0,0,0,0,0,0,0,0,0,0,1
ietf112,ietf112_lsr_29055.vcon.json,5cc7699b-7f8c-4d90-b209-c4a54f0ca0a1,2,82869,0,0,1,0,0,0,0,0,0,0,0,1
ietf112,ietf112_lsvr_29056.vcon.json,26fc680a-32e4-4bd8-ad97-21a3a4e2c859,1,43358,0,0,0,0,0,0,0,0,0,0,0,1
ietf112,ietf112_madinas_29121.vcon.json,2ffb3dcc-a662-4335-925d-9c6db02449de,3,82781,0,0,1,1,0,0,0,0,0,1,0,0
ietf112,ietf112_manet_29170.vcon.json,92747ec3-2d0f-4de3-a277-c646ab7fc6a3,1,45181,0,0,1,0,0,0,0,0,0,0,0,0
ietf112,ietf112_maprg_29111.vcon.json,05e9f056-2c7d-4294-858f-208344eccb77,1,53098,0,0,0,0,0,1,0,0,0,0,0,0
ietf112,ietf112_masque_29139.vcon.json,ab72e6e4-4536-4ab8-a45f-dc8998365b0a,3,97582,0,0,0,1,0,0,0,0,1,0,0,1
ietf112,ietf112_mboned_29067.vcon.json,a63a0077-ecf0-4f8e-9549-c3c22060315c,1,80564,0,0,0,0,0,0,0,0,0,0,0,1
ietf112,ietf112_mediaman_29197.vcon.json,1e757b54-d14f-4cc3-9412-b39dbb47215c,1,40086,0,0,0,0,0,1,0,0,0,0,0,0
ietf112,ietf112_mops_29126.vcon.json,a9b91372-6dc1-4b05-b8ac-2e16ee1c6d1d,1,92795,0,1,0,0,0,0,0,0,0,0,0,0
ietf112,ietf112_mpls_29072.vcon.json,46eac0ef-f95a-4f20-b5cd-a5eabebc05f5,3,42470,0,0,0,1,0,0,0,0,1,0,0,1
ietf112,ietf112_netconf_29063.vcon.json,76f39d20-2b87-4790-a764-ed9af8c27eb0,1,42540,0,0,0,0,0,0,0,0,1,0,0,0
ietf112,ietf112_netmod_29108.vcon.json,5709a241-3ddf-4df1-8526-10a445e04cd2,2,42769,0,0,1,0,0,0,0,0,0,0,0,1
ietf112,ietf112_nmrg_29157.vcon.json,4127d1bc-5465-4551-a7a3-cf923d78bfaf,2,81734,0,0,0,0,0,0,0,1,1,0,0,0
ietf112,ietf112_ntp_29155.vcon.json,1e18baa9-1e6b-44a3-a3cd-5aa10bf554a9,2,37416,0,1,0,0,0,0,0,0,0,0,0,1
ietf112,ietf112_ohai_29186.vcon.json,dee23008-abb7-41f3-a636-260750e78746,1,44675,0,0,0,0,0,0,0,0,1,0,0,0
ietf112,ietf112_opsawg_29133.vcon.json,d47393b8-f7da-4465-8a97-9a1011c4e12f,2,81636,0,0,1,0,0,0,0,0,0,0,1,0
ietf112,ietf112_pals_29070.vcon.json,094ffde9-b449-4b7d-a734-371c55fe1d2f,2,84692,0,0,1,0,0,0,0,0,0,0,0,1
ietf112,ietf112_panrg_29086.vcon.json,911ce432-ff63-4f3d-8c1c-1e1c12213a0a,2,86938,0,0,0,1,0,0,0,0,1,0,0,0
ietf112,ietf112_priv_29188.vcon.json,04f7c7d5-e618-4600-a1af-899d978bc548,1,103339,0,0,0,0,0,0,0,0,0,1,0,0
ietf112,ietf112_quic_29075.vcon.json,6e4018cb-8228-424e-a977-4b0389e1491d,3,104311,0,0,0,1,0,0,1,0,1,0,0,0
ietf112,ietf112_raw_29159.vcon.json,a07dc34a-ebba-480a-8626-cead09c097f0,2,85216,0,0,1,0,0,0,0,1,0,0,0,0
ietf112,ietf112_rmcat_29169.vcon.json,5684d698-9573-4028-9d1c-9a66142c35b8,2,47011,0,0,1,0,0,1,0,0,0,0,0,0
ietf112,ietf112_roll_29153.vcon.json,8c02e973-ac91-4930-9aff-a9fc7969ac76,3,45347,0,0,1,0,0,0,0,0,1,0,0,1
ietf112,ietf112_rtgarea_29154.vcon.json,435f5d97-1345-4a22-899f-e0a6218f371d,3,54287,0,0,1,1,0,0,0,0,0,0,0,1
ietf112,ietf112_rtgwg_29057.vcon.json,f9e95034-a279-463e-a586-42f4ab63f371,3,78262,0,0,1,1,0,0,0,0,0,0,1,0
ietf112,ietf112_sacm_29156.vcon.json,268cc599-a974-4409-b0cd-11c6a87ee398,1,34412,0,0,0,0,0,1,0,0,0,0,0,0
ietf112,ietf112_scim_29213.vcon.json,b8099258-b61a-49ab-9a11-265e1c60f644,3,87789,0,0,0,1,0,1,0,0,0,0,0,1
ietf112,ietf112_secdispatch_29176.vcon.json,690ce5aa-ad61-4aa6-9e02-b05b180b826d,2,102753,0,0,0,0,0,0,0,0,1,1,0,0
ietf112,ietf112_shmoo_29178.vcon.json,6ff33356-29a9-4fe3-976d-71340f88b377,1,91050,0,0,1,0,0,0,0,0,0,0,0,0
ietf112,ietf112_sidrops_29045.vcon.json,aa38579b-82f7-4fe1-80f9-26b2570f9ad6,1,56637,0,0,0,0,0,0,0,0,0,1,0,0
ietf112,ietf112_spring_29164.vcon.json,d6ea0cf6-bfcc-4f7c-a9fa-ca2a49b4ee81,5,81811,0,0,1,1,0,1,0,0,0,0,1,1
ietf112,ietf112_stir_29100.vcon.json,affa99fd-e848-4f01-8e72-5379a1395c04,3,47740,0,0,0,0,0,0,0,0,1,1,0,1
ietf112,ietf112_suit_29099.vcon.json,73c3f07c-310b-44e2-a1f3-7836006d6988,2,45999,0,0,0,0,0,1,0,0,0,1,0,0
ietf112,ietf112_tcpm_29120.vcon.json,f1834d8b-eca8-4610-a311-1e71a4a7e3a2,2,88447,0,0,0,1,0,0,0,0,0,0,0,1
ietf112,ietf112_teas_29061.vcon.json,f6771730-575e-4aaf-bb27-c97aa873ecd5,2,88133,0,0,1,1,0,0,0,0,0,0,0,0
ietf112,ietf112_teep_29145.vcon.json,6d3b651f-408a-4ad6-8a05-7ccf009d6ed3,3,103145,0,0,0,0,0,1,0,0,0,1,0,1
ietf112,ietf112_tls_29168.vcon.json,dfd9fb8b-9f0e-4e6b-bf94-580970356fee,4,98811,0,0,0,1,0,0,1,0,1,0,0,1
ietf112,ietf112_tsvwg_29059.vcon.json,60eeae78-1125-4421-81a9-318025fdeda3,1,42135,0,0,0,1,0,0,0,0,0,0,0,0
ietf112,ietf112_v6ops_29040.vcon.json,b365cf65-5ea5-4213-96cb-842c9fbaa166,5,84021,0,1,1,0,0,0,0,0,1,1,0,1
ietf112,ietf112_webtrans_29050.vcon.json,168bfab5-c951-483d-8327-6cbb188cfbfb,2,79573,0,0,0,1,0,0,0,0,0,0,0,1
ietf112,ietf112_wish_29116.vcon.json,182eec5d-24d8-412b-8418-d26d36e386cb,2,46953,0,0,0,1,0,0,0,0,1,0,0,0
ietf113,ietf113_6lo_29412.vcon.json,1568bb56-42b2-4d85-b2a3-922671c230d7,3,88992,0,0,1,1,0,0,0,0,0,0,0,1
ietf113,ietf113_6man_29282.vcon.json,89b545d2-31dc-4d89-a128-da9237760f6e,2,92870,0,0,1,0,0,0,0,0,0,0,0,1
ietf113,ietf113_acme_29279.vcon.json,1cc7bc28-1ac4-42dd-8ca2-56d7ad31770d,1,29040,0,0,0,1,0,0,0,0,0,0,0,0
ietf113,ietf113_add_29344.vcon.json,b7393d36-8ac5-4e36-a016-b1d537b80928,1,89667,0,0,0,1,0,0,0,0,0,0,0,0
ietf113,ietf113_alto_29317.vcon.json,c0c6e0e2-d6c3-4de5-a05c-7c784a955082,5,89081,0,0,1,0,0,1,0,0,1,0,1,1
ietf113,ietf113_anima_29363.vcon.json,7d61c9cf-f592-4378-8358-50287590c760,4,87076,0,0,1,1,0,0,1,0,0,1,0,0
ietf113,ietf113_avtcore_29331.vcon.json,0ea99ba8-d355-4546-bc7f-81e8e3e8e61a,4,95449,0,0,0,1,0,1,1,0,0,0,0,1
ietf113,ietf113_bess_29326.vcon.json,b433a52d-fef7-4ef9-93f7-8a0c87ceb7ff,4,77604,0,0,1,1,0,0,0,0,0,0,1,1
ietf113,ietf113_bier_29391.vcon.json,379700ac-7770-4385-a9a1-3dd716c9128d,1,50586,0,0,1,0,0,0,0,0,0,0,0,0
ietf113,ietf113_bmwg_29297.vcon.json,1642c698-e730-4c4c-bba2-6cd3f289fd05,1,83251,0,0,0,1,0,0,0,0,0,0,0,0
ietf113,ietf113_calext_29301.vcon.json,3299460a-30c0-4bcf-b701-f680aad67fee,1,81404,0,0,0,0,0,0,0,0,0,0,0,1
ietf113,ietf113_can_29432.vcon.json,0137afd3-8c65-4a7b-bc39-e16e8dd33736,3,85608,0,0,1,1,0,0,0,0,1,0,0,0
ietf113,ietf113_ccamp_29466.vcon.json,8c867e9c-ecf8-4fe4-9526-22a90e558425,2,73866,0,0,1,0,0,0,0,0,1,0,0,0
ietf113,ietf113_cdni_29345.vcon.json,7266fa4f-cc4c-4d2e-987b-35c39fc4814d,1,82208,0,0,0,0,0,0,0,0,0,0,0,1
ietf113,ietf113_cfrg_29275.vcon.json,f782b401-80cf-46da-8e42-6f7e9c1bf4aa,2,88713,0,0,0,0,0,1,0,0,1,0,0,0
ietf113,ietf113_core_29408.vcon.json,2326ed3e-362c-4d7b-a9ff-f4a7472a3afd,1,90057,0,0,0,1,0,0,0,0,0,0,0,0
ietf113,ietf113_detnet_29322.vcon.json,549be192-f37e-46b3-b3b8-c781f84e20fa,3,82022,0,1,1,1,0,0,0,0,0,0,0,0
ietf113,ietf113_dispatch_29339.vcon.json,e6f635ad-a6d3-45a1-b386-430e23e307d5,1,95820,0,0,0,0,0,0,0,0,0,0,0,1
ietf113,ietf113_dmm_29416.vcon.json,ff0a02c7-88e8-4f66-aa19-1964b27bca90,3,66559,0,0,1,1,0,0,0,0,1,0,0,0
ietf113,ietf113_dnsop_29286.vcon.json,42cf0a25-eb4d-45f4-9b15-38409e402190,2,84015,0,0,0,1,0,0,0,0,0,1,0,0
ietf113,ietf113_dtn_29401.vcon.json,850adcb2-b9d2-4742-a3be-f4e343c67fe4,6,98129,1,1,1,1,0,0,0,0,0,0,1,1
ietf113,ietf113_emailcore_29376.vcon.json,fc17f487-4202-4701-9e15-4d2659490f85,1,64781,0,0,1,0,0,0,0,0,0,0,0,0
ietf113,ietf113_emodir_29469.vcon.json,8f96e1ad-254f-40f6-9e74-88723709d615,1,45673,0,0,0,0,0,1,0,0,0,0,0,0
ietf113,ietf113_emu_29379.vcon.json,60951f7c-a092-4128-88ef-c020812411b2,6,44719,0,0,1,1,0,1,0,0,1,1,0,1
ietf113,ietf113_gaia_29436.vcon.json,0235ea10-5cc4-46f7-a73e-30428be9285b,3,72417,0,0,0,0,0,0,0,1,1,0,1,0
ietf113,ietf113_gnap_29277.vcon.json,8e7bd880-8004-4bad-b6e4-f5a6e2789912,3,80584,0,0,1,1,0,0,0,0,0,0,0,1
ietf113,ietf113_grow_29402.vcon.json,040b0547-2033-47a7-9710-65080da39c55,3,48690,0,0,0,1,0,1,0,0,0,1,0,0
ietf113,ietf113_hackathon_29272.vcon.json,022897bc-0c77-4bf2-8470-0e8b6940cc50,2,76871,0,0,1,1,0,0,0,0,0,0,0,0
ietf113,ietf113_hotrfc_29493.vcon.json,702a1948-c72c-471e-8c44-3ca827f1bab6,1,31452,0,0,1,0,0,0,0,0,0,0,0,0
ietf113,ietf113_hrpc_29316.vcon.json,a70f90fa-56be-455f-b8a2-c937f43dd855,2,99147,0,0,0,0,0,0,0,1,0,1,0,0
ietf113,ietf113_httpapi_29314.vcon.json,65022312-3552-4570-bf97-a3fdaaa97197,1,74778,0,0,0,0,0,0,0,0,0,0,0,1
ietf113,ietf113_i2nsf_29394.vcon.json,7d16a401-8341-4bec-8630-2ed9838ee7c0,2,41363,1,0,0,0,0,0,0,0,0,1,0,0
ietf113,ietf113_icnrg_29343.vcon.json,0a8bb3d2-c74b-40b1-8df3-429cedc4e400,3,86511,0,0,1,0,0,0,0,0,0,0,1,1
ietf113,ietf113_idr_29324.vcon.json,eb218a94-bef3-4d3f-af11-b6de7c43a934,4,91363,0,0,1,1,0,0,0,0,1,0,0,1
ietf113,ietf113_iepg_29482.vcon.json,92684b41-b497-42ea-94ce-0513f73438c0,2,79567,0,0,1,0,0,0,0,0,0,0,0,1
ietf113,ietf113_ietf_29460.vcon.json,41317c4e-14be-4d9d-9a15-a5625cf85e80,1,56887,0,0,0,0,0,1,0,0,0,0,0,0
ietf113,ietf113_intarea_29329.vcon.json,cc2845dd-95b6-4711-9c60-4387d2c37cdb,1,88212,0,0,0,0,0,0,0,0,0,0,1,0
ietf113,ietf113_iotops_29377.vcon.json,bb8b51c5-59b4-45af-a2fd-322bd606540f,3,96077,0,0,1,0,0,0,0,0,0,1,0,1
ietf113,ietf113_ippm_29330.vcon.json,6519da2e-2d4a-4cc1-9847-b26580b0d469,2,70697,0,0,0,1,0,0,0,0,0,0,0,1
ietf113,ietf113_irtfopen_29347.vcon.json,8faf2149-fe58-4f2f-8a24-528d156d9268,1,74229,0,0,0,0,0,0,0,0,0,0,1,0
ietf113,ietf113_jmap_29298.vcon.json,57bdde1b-c725-4763-8485-e145a1c9a15a,5,90672,0,0,0,1,0,1,0,0,1,1,0,1
ietf113,ietf113_lake_29382.vcon.json,e079f93e-d124-40bf-a938-f7d637f550d2,2,89919,0,0,0,1,0,0,0,0,0,0,0,1
ietf113,ietf113_lamps_29271.vcon.json,8af35d6c-f378-4bc5-b62a-aca9f1149859,3,98890,0,0,0,0,0,0,1,0,1,0,0,1
ietf113,ietf113_lisp_29336.vcon.json,834aa775-a2bd-434d-a89a-8facecfb1bea,2,44781,0,0,1,0,0,1,0,0,0,0,0,0
ietf113,ietf113_lsr_29288.vcon.json,ce03a56a-5469-4d68-b8ec-8484e1fa6e26,3,85331,0,0,1,0,0,0,0,0,0,0,1,1
ietf113,ietf113_lsvr_29398.vcon.json,f042ca80-0c36-4d8e-ada1-099f50e94a3c,2,26259,0,0,1,0,0,0,0,0,0,1,0,0
ietf113,ietf113_madinas_29368.vcon.json,9678c9a0-3143-4ae8-9669-04c9cf51523d,1,49533,0,0,1,0,0,0,0,0,0,0,0,0
ietf113,ietf113_maprg_29375.vcon.json,911b4a0e-d0b5-40a1-b8df-1c8257e32bed,3,95235,0,0,0,1,0,0,1,0,0,1,0,0
ietf113,ietf113_masque_29334.vcon.json,7f5f900a-73a7-4318-bc76-4efa2b263f36,3,88781,0,0,0,1,0,0,0,0,1,0,0,1
ietf113,ietf113_mboned_29274.vcon.json,1175c805-cd53-48dd-a4e1-8528250ab383,1,36769,0,0,1,0,0,0,0,0,0,0,0,0
ietf113,ietf113_mops_29370.vcon.json,ab931af9-c7ea-4175-bf25-ccf3e8dd3e8e,1,66466,0,0,0,0,0,0,0,0,0,0,0,1
ietf113,ietf113_moq_29431.vcon.json,e1f2f107-7308-47c5-8ac3-c2cbe107c95c,2,96945,0,0,0,1,0,0,0,0,1,0,0,0
ietf113,ietf113_mpls_29290.vcon.json,2bac8e10-270b-4e9b-b53d-33e8991699c1,1,42898,0,0,0,0,0,0,0,0,0,0,0,1
ietf113,ietf113_netconf_29291.vcon.json,2f8ff03b-eedd-4c56-b9f5-d2de21f7de22,2,82186,0,0,0,0,0,0,0,0,0,1,0,1
ietf113,ietf113_netmod_29323.vcon.json,c731bf8e-da17-43ac-bd47-50f93e3793bf,1,91735,0,0,0,0,0,0,0,0,0,0,0,1
ietf113,ietf113_nmrg_29385.vcon.json,b069499d-5fe2-4ea9-8d79-9f724e56dbb0,1,105021,0,0,0,0,0,0,0,0,1,0,0,0
ietf113,ietf113_oauth_29292.vcon.json,6ce6f483-df05-405a-9837-723e9a1f16b2,3,98167,0,0,0,1,0,0,0,0,0,1,0,1
ietf113,ietf113_ohai_29421.vcon.json,f84808ec-bd84-47af-9464-39dfddf37369,4,85004,1,0,0,1,0,0,0,0,1,1,0,0
ietf113,ietf113_openpgp_29406.vcon.json,a0f04763-e99c-46e9-ad4c-8a4b6f73912e,3,84186,1,0,0,0,0,0,0,0,0,1,0,1
ietf113,ietf113_opsawg_29351.vcon.json,db5d444d-5e61-4784-bdeb-fbf96ab27b5d,3,87289,0,0,0,1,0,1,1,0,0,0,0,0
ietf113,ietf113_pals_29289.vcon.json,c5fc44b9-24a5-4ebc-bfc1-7081b899f775,3,83749,0,0,1,0,0,1,0,0,0,0,0,1
ietf113,ietf113_panrg_29350.vcon.json,80d57654-d410-4286-936a-595eca67bb50,4,44057,1,0,0,1,0,0,1,0,0,1,0,0
ietf113,ietf113_pce_29280.vcon.json,5672e66a-33e9-4fbe-a44a-02e4bcb48ec8,3,42893,0,0,1,0,0,0,0,0,0,0,1,1
ietf113,ietf113_pearg_29423.vcon.json,3212cfb7-3c81-4c8b-a932-ca95abbc8d2b,3,40641,0,0,1,1,0,0,0,0,1,0,0,0
ietf113,ietf113_pim_29328.vcon.json,0dae356c-7994-49dd-9465-9b2280162d8a,2,77206,0,0,1,0,0,0,0,0,0,0,0,1
ietf113,ietf113_ppm_29397.vcon.json,c712cd13-ede2-441a-94ad-94595590e4f4,2,108727,0,0,0,0,0,1,0,0,0,1,0,0
ietf113,ietf113_quic_29302.vcon.json,d1e7f93d-7bef-41bd-90e4-7fe475194368,3,99642,0,0,0,1,0,0,1,0,0,0,0,1
ietf113,ietf113_rats_29425.vcon.json,83f1ef15-cc22-44ab-b844-591c76c39561,1,47507,0,0,0,0,0,0,0,0,0,0,0,1
ietf113,ietf113_raw_29389.vcon.json,1b81c936-4c4f-40d1-84e3-46f6748997a0,1,73156,0,0,1,0,0,0,0,0,0,0,0,0
ietf113,ietf113_roll_29414.vcon.json,45a19879-e9f2-4389-b510-c1d6bd4138e4,1,44686,0,0,0,0,0,0,0,0,0,0,0,1
ietf113,ietf113_rtgarea_29327.vcon.json,4a4922d5-0aff-4a98-a7c2-476f0cfd909d,4,78375,0,0,1,0,0,1,1,0,0,0,1,0
ietf113,ietf113_rtgwg_29310.vcon.json,cf8bb636-fae3-4700-8d50-6a4f4209b369,6,89051,0,0,1,1,0,1,0,0,1,0,1,1
ietf113,ietf113_saag_29364.vcon.json,914d6c3d-0d26-4d3d-86ab-7013a27f6879,3,64242,0,0,0,1,0,0,0,0,1,1,0,0
ietf113,ietf113_savnet_29433.vcon.json,07d6f0dc-b638-439a-83b9-d18d933bad1a,5,73574,0,0,1,1,0,0,0,0,1,1,1,0
ietf113,ietf113_scim_29427.vcon.json,9b468e36-16a9-4ac3-8590-3e36dccd0d80,6,90314,0,0,0,1,0,1,0,0,1,1,1,1
ietf113,ietf113_secdispatch_29378.vcon.json,283ac3b6-ec21-48fa-a35c-2fcd3b67a7f3,5,74184,0,0,0,1,0,1,0,1,1,1,0,0
